Total Play Time,Total XP,Bot Name,Level,Rarity,Health,Size,Haste,Crit,Resilience,Max Energy,Res. Yield Incr.,Mission Success Boost,Mission Crit Chance,Mission Number
1025.9499999999998,27590,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,623
337.04999999999995,9616,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,623
2615.3499999999995,64897,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,624
1138.1499999999999,33442,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,624
1027.9499999999998,27700,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,624
339.04999999999995,9686,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,624
2617.3499999999995,64987,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,625
1142.1499999999999,33502,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,625
1031.9499999999998,27920,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,625
341.04999999999995,9722,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,625
2619.8999999999996,64987,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,626
1146.1499999999999,33550,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,626
1033.9499999999998,27990,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,626
343.04999999999995,9832,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,626
2621.8999999999996,65057,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,627
1148.1499999999999,33620,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,627
1036.4999999999998,27990,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,627
351.04999999999995,9952,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,627
2623.8999999999996,65167,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,628
1150.7499999999998,33620,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,628
1038.4999999999998,28080,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,628
355.04999999999995,10132,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,628
2625.8999999999996,65203,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,629
1158.7499999999998,33900,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,629
1042.4999999999998,28300,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,629
359.04999999999995,10192,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,629
2633.8999999999996,65563,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,630
1162.7499999999998,34040,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,630
1050.4999999999998,28580,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,630
363.04999999999995,10264,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,630
2641.8999999999996,65923,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,631
1170.7499999999998,34320,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,631
1058.4999999999998,28860,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,631
367.04999999999995,10444,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,631
2643.8999999999996,65953,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,632
1178.7499999999998,34416,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,632
1066.4999999999998,29004,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,632
369.54999999999995,10444,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,632
2645.7499999999995,65953,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,633
1182.7499999999998,34636,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,633
1068.4999999999998,29040,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,633
371.54999999999995,10474,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,633
2653.7499999999995,66097,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,634
1184.7499999999998,34666,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,634
1070.8499999999997,29040,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,634
379.54999999999995,10618,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,634
2657.7499999999995,66157,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,635
1188.7499999999998,34806,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,635
1072.8499999999997,29070,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,635
383.54999999999995,10798,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,635
2661.7499999999995,66297,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,636
1196.7499999999998,35086,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,636
1080.8499999999997,29350,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,636
387.54999999999995,10870,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,636
2663.7499999999995,66367,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,637
1199.2999999999997,35086,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,637
1084.8499999999997,29490,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,637
389.54999999999995,10980,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,637
2667.7499999999995,66547,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,638
1207.2999999999997,35446,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,638
1088.8499999999997,29538,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,638
397.54999999999995,11340,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,638
2671.7499999999995,66595,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,639
1215.2999999999997,35542,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,639
1096.8499999999997,29682,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,639
399.99999999999994,11340,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,639
2673.7499999999995,66665,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,640
1223.2999999999997,35982,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,640
1100.8499999999997,29902,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,640
403.99999999999994,11388,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,640
2677.7499999999995,66845,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,641
1227.2999999999997,36042,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,641
1102.8499999999997,30012,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,641
411.99999999999994,11508,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,641
2679.7499999999995,66915,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,642
1231.2999999999997,36262,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,642
1105.1999999999996,30012,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,642
415.99999999999994,11688,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,642
2682.1499999999996,66915,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,643
1233.7999999999997,36262,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,643
1109.1999999999996,30072,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,643
419.99999999999994,11748,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,643
2684.1499999999996,66985,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,644
1235.7999999999997,36352,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,644
1111.1999999999996,30096,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,644
421.99999999999994,11784,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,644
2686.1499999999996,67021,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,645
1237.7999999999997,36388,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,645
1119.1999999999996,30536,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,645
423.99999999999994,11808,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,645
2688.1499999999996,67111,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,646
1241.7999999999997,36460,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,646
1123.1999999999996,30756,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,646
431.99999999999994,11952,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,646
2690.1499999999996,67181,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,647
1245.7999999999997,36680,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,647
1131.1999999999996,31036,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,647
433.99999999999994,12042,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,647
2692.1499999999996,67205,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,648
1249.7999999999997,36728,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,648
1133.1999999999996,31036,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,648
436.6499999999999,12042,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,648
2696.1499999999996,67345,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,649
1253.7999999999997,36800,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,649
1137.1999999999996,31108,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,649
440.6499999999999,12262,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,649
2700.1499999999996,67525,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,650
1257.7999999999997,36980,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,650
1139.1999999999996,31198,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,650
444.6499999999999,12334,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,650
2702.1499999999996,67635,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,651
1261.7999999999997,37028,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,651
1141.1999999999996,31228,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,651
452.6499999999999,12774,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,651
2710.1499999999996,67915,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,652
1265.7999999999997,37248,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,652
1143.1999999999996,31264,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,652
456.6499999999999,12846,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,652
2712.1499999999996,67951,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,653
1268.4499999999998,37248,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,653
1151.1999999999996,31624,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,653
464.6499999999999,12966,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,653
2714.1499999999996,67981,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,654
1272.4499999999998,37468,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,654
1155.1999999999996,31844,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,654
467.24999999999994,12966,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,654
2722.1499999999996,68077,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,655
1276.4499999999998,37528,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,655
1157.1999999999996,31914,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,655
475.24999999999994,13406,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,655
2724.6499999999996,68077,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,656
1284.4499999999998,37968,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,656
1159.1999999999996,32024,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,656
483.24999999999994,13686,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,656
2728.6499999999996,68257,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,657
1286.4499999999998,37998,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,657
1161.1999999999996,32094,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,657
491.24999999999994,13830,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,657
2736.6499999999996,68537,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,658
1288.4499999999998,38068,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,658
1163.1999999999996,32204,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,658
499.24999999999994,14110,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,658
2740.6499999999996,68677,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,659
1292.4499999999998,38208,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,659
1165.6999999999996,32204,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,659
501.6499999999999,14110,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,659
2742.6499999999996,68767,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,660
1294.4499999999998,38298,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,660
1173.6999999999996,32564,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,660
509.6499999999999,14550,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,660
2744.6499999999996,68837,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,661
1298.4499999999998,38370,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,661
1181.6999999999996,32708,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,661
511.6499999999999,14580,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,661
2748.6499999999996,69057,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,662
1300.9499999999998,38370,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,662
1183.6999999999996,32744,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,662
513.6499999999999,14610,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,662
2750.6499999999996,69147,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,663
1308.9499999999998,38514,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,663
1185.6999999999996,32854,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,663
517.6499999999999,14790,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,663
2752.6499999999996,69217,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,664
1312.9499999999998,38586,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,664
1187.6999999999996,32944,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,664
519.6499999999999,14860,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,664
2756.6499999999996,69357,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,665
1314.9499999999998,38656,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,665
1189.6999999999996,33014,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,665
527.6499999999999,15140,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,665
2760.6499999999996,69537,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,666
1316.9499999999998,38746,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,666
1191.7499999999995,33014,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,666
531.6499999999999,15320,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,666
2762.6499999999996,69627,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,667
1320.9499999999998,38806,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,667
1195.7499999999995,33194,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,667
539.6499999999999,15600,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,667
2765.0999999999995,69627,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,668
1322.9499999999998,38876,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,668
1203.7499999999995,33290,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,668
542.2499999999999,15600,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,668
2767.0999999999995,69697,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,669
1330.9499999999998,39156,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,669
1205.7499999999995,33320,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,669
544.2499999999999,15670,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,669
2769.0999999999995,69727,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,670
1338.9499999999998,39252,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,670
1207.7499999999995,33350,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,670
546.2499999999999,15700,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,670
2771.0999999999995,69757,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,671
1341.6,39252,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,671
1215.7499999999995,33630,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,671
548.2499999999999,15770,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,671
2779.0999999999995,70037,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,672
1345.6,39432,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,672
1223.7499999999995,33774,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,672
550.2499999999999,15806,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,672
2779.0999999999995,70037,bot9,20,epic,100,9,28,24,347,104,0.09,0.14,0.12,673
1353.6,39872,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,673
1227.7499999999995,33954,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,673
558.2499999999999,15950,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,673
1355.6,39962,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,674
1229.7499999999995,34044,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,674
560.2499999999999,15980,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,674
2787.0999999999995,9465,bot16,11,rare,100,20,8,15,439,130,0.2,0.04,0.075,674
1359.6,40142,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,675
1232.3999999999996,34044,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,675
562.2499999999999,16070,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,675
2791.0999999999995,9525,bot16,11,rare,100,20,8,15,439,130,0.2,0.04,0.075,675
1363.6,40362,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,676
1234.3999999999996,34068,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,676
566.2499999999999,16250,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,676
2793.0999999999995,9549,bot16,11,rare,100,20,8,15,439,130,0.2,0.04,0.075,676
1367.6,40502,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,677
1238.3999999999996,34116,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,677
568.2499999999999,16360,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,677
2801.0999999999995,9829,bot16,11,rare,100,20,8,15,439,130,0.2,0.04,0.075,677
1371.6,40562,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,678
1242.3999999999996,34164,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,678
570.3999999999999,16360,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,678
2803.0999999999995,9919,bot16,11,rare,100,20,8,15,439,130,0.2,0.04,0.075,678
1374.05,40562,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,679
1250.3999999999996,34444,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,679
578.3999999999999,16456,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,679
2805.0999999999995,10009,bot16,12,rare,100,20,10,15,439,130,0.2,0.05,0.075,679
1382.05,41002,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,680
1252.3999999999996,34474,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,680
580.3999999999999,16492,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,680
2807.0999999999995,10119,bot16,12,rare,100,20,10,15,439,130,0.2,0.05,0.075,680
1384.05,41072,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,681
1254.3999999999996,34498,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,681
584.3999999999999,16552,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,681
2809.0999999999995,10155,bot16,12,rare,100,20,10,15,439,130,0.2,0.05,0.075,681
1392.05,41192,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,682
1256.3999999999996,34534,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,682
592.3999999999999,16832,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,682
2817.0999999999995,10299,bot16,12,rare,100,20,10,15,439,130,0.2,0.05,0.075,682
1394.05,41282,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,683
1258.3999999999996,34564,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,683
600.3999999999999,17112,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,683
2825.0999999999995,10579,bot16,12,rare,100,20,10,15,439,130,0.2,0.05,0.075,683
1396.05,41352,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,684
1262.3999999999996,34636,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,684
604.3999999999999,17332,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,684
2827.0999999999995,10615,bot16,12,rare,100,20,10,15,439,130,0.2,0.05,0.075,684
1400.05,41400,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,685
1266.3999999999996,34816,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,685
606.3999999999999,17362,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,685
2829.0999999999995,10725,bot16,12,rare,100,20,10,15,439,130,0.2,0.05,0.075,685
1408.05,41680,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,686
1268.3999999999996,34906,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,686
608.3999999999999,17452,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,686
2837.0999999999995,11165,bot16,12,rare,100,20,10,15,439,130,0.2,0.05,0.075,686
1410.3999999999999,41680,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,687
1270.7499999999995,34906,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,687
610.3999999999999,17476,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,687
2841.0999999999995,11345,bot16,12,rare,100,20,10,15,439,130,0.2,0.05,0.075,687
1414.3999999999999,41820,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,688
1278.7499999999995,35186,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,688
612.3999999999999,17500,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,688
2843.0999999999995,11415,bot16,12,rare,100,20,10,15,439,130,0.2,0.05,0.075,688
1416.3999999999999,41844,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,689
1286.7499999999995,35626,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,689
614.9999999999999,17500,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,689
2843.0999999999995,11415,bot16,12,rare,100,20,10,15,439,130,0.2,0.05,0.075,689
1420.3999999999999,42024,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,690
1288.7499999999995,35696,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,690
616.9999999999999,17590,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,690
2847.0999999999995,9233,bot17,11,rare,100,19,12,12,497,124,0.19,0.06,0.06,690
1422.3999999999999,42048,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,691
1292.7499999999995,35836,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,691
618.9999999999999,17680,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,691
2855.0999999999995,9377,bot17,11,rare,100,19,12,12,497,124,0.19,0.06,0.06,691
1430.3999999999999,42488,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,692
1296.7499999999995,35884,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,692
626.9999999999999,18040,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,692
2859.0999999999995,9449,bot17,11,rare,100,19,12,12,497,124,0.19,0.06,0.06,692
1434.3999999999999,42628,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,693
1304.7499999999995,36004,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,693
628.9999999999999,18110,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,693
2861.0999999999995,9479,bot17,11,rare,100,19,12,12,497,124,0.19,0.06,0.06,693
1442.3999999999999,42724,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,694
1306.7499999999995,36028,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,694
630.9999999999999,18146,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,694
2869.0999999999995,9599,bot17,11,rare,100,19,12,12,497,124,0.19,0.06,0.06,694
1446.3999999999999,42796,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,695
1306.7499999999995,36028,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,695
632.9999999999999,18216,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,695
2871.0999999999995,9629,bot17,11,rare,100,19,12,12,497,124,0.19,0.06,0.06,695
1448.3999999999999,42826,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,696
640.9999999999999,18496,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,696
2875.0999999999995,9689,bot17,11,rare,100,19,12,12,497,124,0.19,0.06,0.06,696
2.0,24,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,696
1451.05,42826,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,697
648.9999999999999,18776,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,697
2877.6999999999994,9689,bot17,11,rare,100,19,12,12,497,124,0.19,0.06,0.06,697
6.0,204,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,697
1455.05,42966,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,698
651.0999999999999,18776,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,698
2879.6999999999994,9799,bot17,11,rare,100,19,12,12,497,124,0.19,0.06,0.06,698
8.0,274,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,698
1457.05,43002,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,699
655.0999999999999,18824,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,699
